run-4: .word 32, 45
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,64,64,11,11,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,11,64,64,64,64,11,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,64,164,164,246,164,64,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,11,64,64,64,11,11,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,64,64,64,102,102,11,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,192,64,64,64,64,21,166,102,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,11,64,192,64,64,0,11,21,102,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,102,174,21,164,64,89,0,11,11,11,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,102,21,166,174,21,174,11,164,64,164,21,11,64,21,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,21,21,102,102,21,102,174,21,11,164,64,164,164,164,192,102,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,102,102,21,102,11,11,11,21,0,164,64,164,192,192,192,102,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,102,102,199,199,199,11,11,0,89,192,64,164,216,216,192,21,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,192,192,199,199,199,64,64,64,64,192,216,164,64,192,64,11,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,64,192,199,199,199,64,64,64,64,192,164,216,192,64,11,21,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,64,102,102,199,199,64,64,64,64,89,0,0,0,64,21,102,11,199,21,102,166,
199,199,199,199,199,199,199,199,199,199,199,199,102,11,199,199,64,64,64,64,89,0,64,64,199,11,21,21,11,192,11,102,
199,199,199,199,199,199,199,199,199,199,199,199,102,21,199,199,21,64,64,64,64,64,21,199,199,199,11,11,199,64,21,102,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,166,166,21,89,64,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,199,21,199,216,11,11,0,0,192,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,199,21,166,216,216,64,64,192,192,192,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,21,102,192,216,192,64,89,89,192,64,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,11,102,0,192,216,64,89,164,89,89,192,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,21,192,192,192,64,0,89,164,246,164,89,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,11,192,192,192,0,0,0,164,246,246,164,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,199,199,199,199,192,192,192,0,64,0,246,164,246,164,199,199,199,199,199,199,199,199,199,199,
199,199,28,11,199,199,199,199,199,199,199,199,192,192,0,89,64,164,164,246,164,164,199,199,199,199,199,199,199,199,199,199,
199,28,28,28,11,28,199,199,199,199,199,199,192,216,0,89,64,0,246,164,164,199,199,199,199,199,199,199,199,199,199,199,
199,28,11,11,28,11,11,28,28,199,199,199,192,216,0,89,64,0,164,246,246,89,199,199,199,199,199,199,199,199,199,199,
28,28,199,199,11,11,28,102,102,28,11,192,216,199,64,89,64,0,89,246,89,28,11,199,199,199,199,199,199,199,199,199,
