life-75: .word 32, 94
.byte 0,91,164,164,199,164,91,164,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,199,
0,91,91,199,199,199,73,91,91,0,0,10,20,20,84,84,10,10,10,10,84,84,10,10,10,10,10,84,84,0,199,199,
0,0,91,199,164,199,73,91,0,183,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,93,183,0,199,199,
199,0,91,199,164,199,73,91,0,93,0,0,0,84,0,0,84,0,0,0,0,84,0,0,84,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,93,0,0,0,0,48,48,48,48,0,48,48,48,48,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,93,0,0,0,0,48,0,0,48,0,48,0,0,0,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,101,0,0,0,0,0,0,0,48,0,48,48,48,48,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,101,0,0,0,0,0,0,0,48,0,0,0,0,48,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,93,0,0,0,0,0,0,0,48,0,48,48,48,48,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,93,0,0,0,84,0,0,84,0,0,0,0,84,0,0,84,0,0,0,93,0,199,199,
199,0,91,199,164,199,73,91,0,101,101,101,101,93,101,93,93,93,93,93,93,93,93,93,93,93,101,101,101,0,199,199,
199,0,91,199,164,199,73,91,0,84,84,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,84,0,84,0,199,199,
199,0,91,199,164,199,73,91,0,0,0,10,10,0,10,10,0,84,84,84,84,84,84,84,84,84,84,84,84,0,199,199,
199,0,91,199,164,199,73,91,0,199,0,84,93,10,10,0,84,0,0,0,0,0,0,10,0,0,10,20,0,0,199,199,
199,0,91,199,164,199,73,91,0,199,0,10,10,0,0,84,0,199,199,199,199,0,20,0,10,10,12,0,199,199,199,199,
0,0,91,199,164,199,73,91,0,0,0,84,93,10,0,84,0,199,199,199,0,20,0,199,0,12,0,199,199,199,199,199,
93,183,0,199,164,199,73,183,93,93,0,10,10,0,0,84,0,199,199,0,20,0,199,0,20,0,199,199,199,199,199,199,
84,101,0,199,164,199,73,101,84,84,84,84,84,84,83,84,0,199,0,84,0,10,0,20,0,199,199,199,199,199,199,199,
84,93,0,199,164,199,73,93,84,84,0,10,10,0,84,84,0,0,84,0,199,0,84,0,199,199,199,199,199,199,199,199,
84,93,0,199,164,199,73,93,84,84,0,10,10,0,84,84,0,84,0,199,0,84,0,199,199,199,199,199,199,199,199,199,
0,84,84,199,164,199,73,0,0,0,84,84,84,84,10,84,0,10,0,0,84,10,0,199,199,199,199,199,199,199,199,199,
199,0,0,199,164,199,73,0,84,0,10,84,0,0,0,84,0,84,10,84,10,0,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,0,84,84,84,0,0,93,84,93,84,84,84,84,0,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,0,0,84,84,84,84,84,0,84,0,84,0,0,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,84,84,0,0,0,0,0,0,84,0,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,84,93,93,93,101,101,183,183,183,183,101,101,93,93,93,0,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,83,0,10,83,84,93,93,93,84,84,84,84,83,10,0,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,83,83,0,0,0,0,0,84,84,0,0,0,0,0,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,84,83,0,199,199,199,199,0,84,0,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,84,84,0,199,199,199,199,199,0,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,20,84,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,20,20,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,20,20,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,12,20,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,12,12,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,10,12,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,12,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,10,12,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,0,91,79,164,79,6,91,0,199,0,20,0,0,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
